0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0.7111,0.6489,0.7111,0.7378,0.6667,0.7289,0.72,0.6489,0.6578,0.6667,0.6311,0.6578,0.7289,0.6489,0.6578,0.72,0.5156,0.6489,0.7467,0.6844,0.5333,0.7111,0.6044,0.6578,0.72,0.6311,0.6578,0.7111,0.6489,0.6044,0.7378,0.64,0.6844,0.7467,0.6578,0.6844,0.7111,0.6489,0.7289,0.7378,0.6311,0.6133,0.7111,0.6311,0.6578,0.7111,0.5067,0.6933,0.7289,0.6489,0.6844,0.6667,0.6578,0.6044,0.7289,0.5778,0.5689,0.72,0.72,0.64,0.7111,0.6844,0.7467,0.7111,0.6489,0.5689,0.7378,0.6489,0.7289,0.7111,0.6578,0.6578,0.7822,0.6489,0.6933,0.72,0.6667,0.7111,0.7111,0.6844,0.6756,0.7822,0.6311,0.6844,0.7111,0.5778,0.6933,0.7111,0.6667,0.7467
0.7467,0.6489,0.7111,0.7378,0.6667,0.7289,0.72,0.6489,0.7378,0.6667,0.6311,0.7289,0.7289,0.6489,0.6578,0.7378,0.5244,0.6667,0.7467,0.6844,0.6667,0.72,0.6044,0.6578,0.72,0.6489,0.6578,0.7111,0.6489,0.6133,0.7378,0.6489,0.6844,0.7467,0.6578,0.6844,0.7378,0.6578,0.7289,0.7378,0.6311,0.6133,0.72,0.6578,0.6933,0.7111,0.6311,0.6933,0.7467,0.6489,0.6933,0.6667,0.6578,0.6044,0.7289,0.5778,0.5689,0.72,0.72,0.64,0.7111,0.6844,0.7467,0.7644,0.6756,0.6044,0.7378,0.6489,0.7289,0.7111,0.6578,0.6578,0.7822,0.6844,0.6933,0.72,0.6667,0.7111,0.7111,0.6844,0.6756,0.7822,0.6311,0.6844,0.72,0.5778,0.6933,0.7111,0.6844,0.7467
0.7467,0.72,0.7111,0.7378,0.6844,0.7289,0.72,0.6489,0.7378,0.7111,0.6311,0.7289,0.7289,0.6578,0.6578,0.7378,0.5244,0.6667,0.7467,0.6844,0.6667,0.72,0.7733,0.6578,0.72,0.6489,0.6578,0.72,0.6489,0.6133,0.7467,0.6489,0.6844,0.7467,0.6578,0.6844,0.7378,0.6844,0.7289,0.7378,0.6311,0.6578,0.72,0.6667,0.6933,0.7378,0.6311,0.6933,0.7467,0.6489,0.7111,0.6667,0.6667,0.6044,0.7289,0.6489,0.5867,0.7467,0.72,0.64,0.7111,0.6844,0.7467,0.7644,0.6756,0.64,0.7378,0.6489,0.7289,0.7111,0.6578,0.6578,0.7822,0.6844,0.6933,0.72,0.6667,0.7111,0.7111,0.6844,0.6756,0.7822,0.6311,0.7111,0.72,0.5956,0.7111,0.7111,0.6844,0.7467
0.7467,0.72,0.7111,0.7378,0.6844,0.7467,0.72,0.6489,0.7378,0.7111,0.6311,0.7289,0.7822,0.6578,0.6933,0.7378,0.56,0.6667,0.7467,0.6844,0.6667,0.7289,0.7733,0.6933,0.72,0.6489,0.6578,0.72,0.6489,0.6578,0.7467,0.6756,0.6844,0.7467,0.6578,0.6844,0.7378,0.6844,0.7289,0.7378,0.6311,0.6578,0.72,0.6667,0.7111,0.7378,0.6667,0.6933,0.7467,0.6667,0.7111,0.7822,0.6667,0.6578,0.7289,0.6489,0.6133,0.7467,0.72,0.6844,0.72,0.6844,0.7467,0.8178,0.6756,0.6933,0.7378,0.6489,0.7289,0.7378,0.6667,0.6578,0.7822,0.6844,0.6933,0.72,0.7022,0.7289,0.72,0.6844,0.6756,0.7822,0.6311,0.7111,0.7822,0.5956,0.7289,0.7111,0.6844,0.7467
0.7467,0.72,0.7111,0.7378,0.6844,0.7467,0.7378,0.6489,0.7378,0.7111,0.7022,0.7289,0.7822,0.6578,0.7111,0.7378,0.5956,0.6667,0.7467,0.6844,0.6667,0.7289,0.7733,0.7911,0.72,0.6489,0.6933,0.72,0.6667,0.72,0.7467,0.6933,0.6933,0.7467,0.6756,0.7111,0.7378,0.7022,0.7289,0.7378,0.6489,0.6578,0.72,0.6667,0.7111,0.7378,0.6667,0.6933,0.7467,0.6667,0.7111,0.7822,0.6667,0.6933,0.7289,0.6489,0.6133,0.7467,0.7378,0.6844,0.7378,0.6844,0.7467,0.8178,0.6756,0.7111,0.7378,0.6489,0.7289,0.7378,0.6667,0.6933,0.7822,0.6844,0.6933,0.72,0.7022,0.7289,0.7289,0.6844,0.6933,0.7822,0.6933,0.7111,0.7822,0.5956,0.7289,0.7111,0.6844,0.7467
0.7467,0.72,0.7111,0.7378,0.72,0.7467,0.7378,0.6489,0.7378,0.7111,0.7022,0.7289,0.7822,0.6667,0.7111,0.7467,0.6044,0.6667,0.7467,0.6844,0.7022,0.7289,0.7733,0.7911,0.72,0.6489,0.6933,0.72,0.6667,0.72,0.7467,0.6933,0.6933,0.7467,0.6933,0.7111,0.7378,0.7022,0.7289,0.7378,0.6578,0.6667,0.72,0.6756,0.7111,0.7378,0.6667,0.7111,0.7467,0.72,0.7111,0.7822,0.6756,0.6933,0.7289,0.6489,0.6133,0.7467,0.7378,0.7822,0.7378,0.6844,0.7467,0.8178,0.7022,0.7111,0.7378,0.6667,0.7289,0.7378,0.6667,0.6933,0.7822,0.72,0.7111,0.72,0.7022,0.7289,0.7467,0.6844,0.6933,0.7822,0.6933,0.7111,0.7822,0.6311,0.7289,0.7111,0.6844,0.7467
0.7467,0.72,0.7111,0.7378,0.72,0.7467,0.7378,0.6667,0.7378,0.7822,0.7022,0.7378,0.7822,0.6756,0.7111,0.7467,0.6044,0.6667,0.7822,0.6844,0.7111,0.7378,0.7733,0.7911,0.72,0.6489,0.6933,0.72,0.7022,0.72,0.7822,0.6933,0.6933,0.7467,0.7467,0.7467,0.7378,0.7022,0.7289,0.7378,0.6667,0.6667,0.72,0.6756,0.7111,0.7378,0.6667,0.7111,0.7467,0.72,0.7111,0.7822,0.6756,0.6933,0.7289,0.6667,0.6133,0.7822,0.7378,0.7911,0.7378,0.6844,0.7467,0.8178,0.7022,0.7111,0.7378,0.6844,0.7289,0.7378,0.6667,0.6933,0.7822,0.72,0.7111,0.72,0.7022,0.7911,0.7467,0.6844,0.6933,0.7822,0.6933,0.7111,0.7822,0.6489,0.7378,0.7111,0.6933,0.7467
0.7467,0.72,0.7111,0.7378,0.72,0.7467,0.7378,0.6933,0.7467,0.7822,0.7022,0.7378,0.7822,0.6756,0.72,0.7467,0.6044,0.6667,0.7822,0.6844,0.7111,0.7378,0.7733,0.7911,0.72,0.6756,0.7111,0.72,0.7022,0.7289,0.8178,0.6933,0.6933,0.7467,0.7467,0.7467,0.7378,0.7467,0.7289,0.7378,0.6667,0.6667,0.8178,0.72,0.7111,0.7378,0.6667,0.7111,0.7467,0.72,0.7111,0.7822,0.6756,0.7022,0.7289,0.6667,0.6756,0.7822,0.7378,0.7911,0.7378,0.7733,0.7467,0.8178,0.72,0.7111,0.7378,0.6844,0.7467,0.7467,0.6667,0.6933,0.7822,0.72,0.7111,0.7467,0.7022,0.7911,0.7467,0.6844,0.6933,0.7822,0.6933,0.7111,0.7822,0.6667,0.7378,0.7111,0.6933,0.7467
0.7467,0.72,0.7378,0.7378,0.72,0.7467,0.7378,0.6933,0.8,0.7822,0.7022,0.7378,0.7822,0.6756,0.72,0.7467,0.6044,0.7467,0.7822,0.6844,0.7111,0.7378,0.7733,0.7911,0.72,0.72,0.7111,0.72,0.7022,0.7289,0.8178,0.6933,0.6933,0.7467,0.7467,0.7467,0.7378,0.7467,0.7644,0.7378,0.6667,0.7111,0.8178,0.72,0.7289,0.7378,0.6667,0.7822,0.7467,0.72,0.7111,0.7822,0.6756,0.7467,0.7289,0.6667,0.6756,0.7822,0.7378,0.7911,0.7378,0.7733,0.7467,0.8356,0.72,0.7111,0.7378,0.6844,0.7467,0.7467,0.6933,0.6933,0.8356,0.72,0.7111,0.7467,0.7022,0.7911,0.7467,0.6844,0.6933,0.7822,0.6933,0.7378,0.7822,0.6667,0.7378,0.7467,0.6933,0.7467
0.7467,0.72,0.7467,0.7378,0.72,0.8,0.7378,0.7022,0.8178,0.7822,0.7022,0.7378,0.7822,0.6756,0.72,0.7467,0.6044,0.7467,0.7822,0.6844,0.7111,0.7378,0.7733,0.7911,0.72,0.72,0.7289,0.7467,0.7022,0.7289,0.8178,0.6933,0.6933,0.7467,0.7467,0.7467,0.7378,0.7467,0.7644,0.7378,0.6667,0.7111,0.8178,0.72,0.7289,0.7378,0.6933,0.7822,0.7467,0.72,0.7111,0.7822,0.6933,0.7467,0.7289,0.6667,0.6756,0.7822,0.7378,0.7911,0.7378,0.7733,0.7467,0.8356,0.72,0.7111,0.7378,0.6844,0.7467,0.7467,0.72,0.72,0.8356,0.7467,0.7111,0.7467,0.7022,0.7911,0.7467,0.6844,0.7022,0.7822,0.6933,0.7911,0.7822,0.6667,0.7378,0.7822,0.6933,0.7467
0.7467,0.72,0.7467,0.7378,0.72,0.8,0.7467,0.8178,0.8178,0.7822,0.7022,0.7378,0.7822,0.7733,0.72,0.7467,0.6667,0.7467,0.7822,0.6844,0.7289,0.7378,0.7733,0.7911,0.72,0.72,0.7467,0.7467,0.7022,0.8,0.8178,0.6933,0.6933,0.7467,0.7467,0.7467,0.7378,0.7467,0.7644,0.7378,0.6667,0.7111,0.8178,0.72,0.7289,0.7378,0.6933,0.7822,0.7467,0.7378,0.7111,0.7822,0.6933,0.7467,0.7289,0.6667,0.6933,0.7822,0.7378,0.7911,0.7378,0.7733,0.7644,0.8356,0.7378,0.7111,0.8178,0.6844,0.7467,0.7467,0.72,0.72,0.8356,0.7733,0.7111,0.7467,0.7022,0.7911,0.7467,0.6933,0.7022,0.7822,0.7022,0.7911,0.7822,0.6844,0.7378,0.7822,0.6933,0.7644
0.7467,0.72,0.7467,0.7378,0.7467,0.8,0.7467,0.8178,0.8178,0.8178,0.7022,0.7378,0.7822,0.7733,0.72,0.7467,0.6667,0.7467,0.7822,0.72,0.7289,0.7467,0.7733,0.7911,0.7467,0.72,0.7467,0.7467,0.7022,0.8,0.8178,0.7111,0.6933,0.7467,0.7467,0.7467,0.7378,0.7467,0.7644,0.7378,0.6756,0.7111,0.8178,0.72,0.7289,0.7378,0.6933,0.7822,0.7822,0.7378,0.7111,0.7822,0.6933,0.7467,0.7378,0.6844,0.6933,0.7822,0.7378,0.8,0.7378,0.7733,0.7644,0.8356,0.7378,0.7289,0.8178,0.6844,0.7467,0.7467,0.72,0.72,0.8356,0.7733,0.7111,0.7467,0.7467,0.7911,0.7822,0.7378,0.7022,0.8178,0.7467,0.7911,0.7822,0.6844,0.7378,0.7822,0.6933,0.7644
0.7467,0.72,0.7467,0.7378,0.7467,0.8,0.7467,0.8178,0.8178,0.8178,0.7022,0.7378,0.7822,0.7733,0.72,0.7467,0.6667,0.7467,0.7822,0.72,0.7289,0.7467,0.7733,0.7911,0.7467,0.72,0.7467,0.7467,0.72,0.8,0.8178,0.7111,0.7111,0.7467,0.7467,0.7467,0.7822,0.7467,0.7644,0.7378,0.6933,0.7111,0.8178,0.72,0.7289,0.7378,0.6933,0.7822,0.7822,0.7378,0.7111,0.8178,0.6933,0.7467,0.7378,0.6844,0.7111,0.7822,0.7378,0.8,0.7378,0.7733,0.7644,0.8356,0.7378,0.7289,0.8178,0.6844,0.7467,0.7467,0.72,0.72,0.8356,0.7733,0.7111,0.7822,0.7467,0.7911,0.7822,0.7378,0.7911,0.8178,0.7467,0.8,0.8178,0.6844,0.7467,0.7822,0.72,0.7644
0.7467,0.72,0.7911,0.7378,0.7467,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.7378,0.7822,0.7733,0.72,0.7467,0.6667,0.8,0.7822,0.8267,0.7289,0.7467,0.7733,0.7911,0.7467,0.72,0.7467,0.7467,0.72,0.8,0.8178,0.7289,0.7111,0.8178,0.7467,0.7467,0.7822,0.7467,0.7644,0.7378,0.6933,0.7111,0.8178,0.72,0.7289,0.7378,0.6933,0.7822,0.7822,0.7378,0.7111,0.8178,0.6933,0.7467,0.7378,0.6844,0.7378,0.8178,0.7378,0.8,0.7378,0.7733,0.7644,0.8356,0.7378,0.7289,0.8178,0.6844,0.7467,0.7822,0.72,0.7378,0.8356,0.7733,0.7289,0.7822,0.7467,0.7911,0.7822,0.7378,0.7911,0.8178,0.7467,0.8,0.8178,0.72,0.7467,0.7822,0.72,0.8
0.7467,0.72,0.7911,0.8178,0.7467,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.7378,0.7822,0.7733,0.7911,0.7467,0.6667,0.8,0.7822,0.8267,0.7289,0.7822,0.7733,0.7911,0.7467,0.72,0.7467,0.7467,0.72,0.8,0.8178,0.7378,0.7289,0.8178,0.7467,0.7467,0.7822,0.7467,0.7644,0.7378,0.6933,0.72,0.8178,0.72,0.7289,0.7467,0.7022,0.7822,0.7822,0.7378,0.7467,0.8178,0.6933,0.7467,0.7378,0.7378,0.7378,0.8178,0.7378,0.8,0.7378,0.7733,0.7911,0.8356,0.7378,0.7289,0.8178,0.7378,0.7467,0.7822,0.72,0.8,0.8356,0.7733,0.7289,0.7822,0.7467,0.7911,0.7822,0.7378,0.7911,0.8178,0.7467,0.8,0.8178,0.72,0.7467,0.7822,0.8,0.8
0.7822,0.72,0.8,0.8178,0.7467,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.7378,0.7822,0.7733,0.7911,0.7467,0.6667,0.8,0.7822,0.8267,0.7289,0.7822,0.7733,0.7911,0.7822,0.72,0.7467,0.7467,0.72,0.8,0.8178,0.7378,0.7289,0.8178,0.7467,0.7467,0.7822,0.7467,0.7644,0.7378,0.6933,0.72,0.8178,0.72,0.7289,0.7467,0.7022,0.7822,0.7822,0.7378,0.7822,0.8178,0.6933,0.7467,0.7378,0.7733,0.7378,0.8178,0.7378,0.8,0.7467,0.7733,0.7911,0.8356,0.7378,0.7289,0.8178,0.7378,0.7467,0.7822,0.72,0.8,0.8356,0.7733,0.7289,0.7822,0.7467,0.7911,0.7822,0.7378,0.7911,0.8178,0.7467,0.8,0.8178,0.72,0.7467,0.8178,0.8,0.8
0.7822,0.72,0.8,0.8178,0.7467,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.8,0.7822,0.7733,0.7911,0.7467,0.6844,0.8,0.7822,0.8267,0.7467,0.7822,0.7733,0.7911,0.7822,0.72,0.7822,0.7467,0.7378,0.8,0.8178,0.7378,0.7289,0.8178,0.7467,0.7467,0.7822,0.7467,0.7644,0.7378,0.6933,0.72,0.8178,0.72,0.7289,0.7467,0.7733,0.7822,0.7822,0.7378,0.7822,0.8178,0.7378,0.8,0.7378,0.7733,0.7378,0.8178,0.7378,0.8,0.7467,0.7733,0.7911,0.8356,0.7378,0.7289,0.8178,0.7378,0.7467,0.7822,0.72,0.8,0.8356,0.7733,0.7289,0.7822,0.7467,0.7911,0.7822,0.7378,0.7911,0.8178,0.7467,0.8,0.8356,0.72,0.7467,0.8178,0.8,0.8
0.7822,0.72,0.8,0.8178,0.7467,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.8,0.7822,0.7733,0.7911,0.7467,0.6844,0.8,0.7822,0.8267,0.7467,0.7822,0.7733,0.7911,0.7822,0.72,0.7822,0.7467,0.7733,0.8,0.8178,0.7378,0.7289,0.8178,0.7467,0.7911,0.7822,0.7467,0.7644,0.7822,0.6933,0.7289,0.8178,0.72,0.7289,0.7822,0.7733,0.7822,0.7822,0.7378,0.7822,0.8356,0.7378,0.8,0.7822,0.7733,0.7378,0.8178,0.7378,0.8,0.7467,0.7733,0.8,0.8356,0.7733,0.7289,0.8178,0.7378,0.7467,0.7822,0.72,0.8,0.8889,0.7733,0.7289,0.7822,0.7467,0.7911,0.8356,0.7733,0.7911,0.8178,0.7467,0.8,0.8356,0.72,0.7467,0.8178,0.8,0.8
0.7822,0.72,0.8,0.8178,0.7467,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.8,0.7822,0.7733,0.7911,0.7467,0.6844,0.8,0.7822,0.8267,0.7467,0.7822,0.7733,0.8,0.7822,0.72,0.7822,0.7467,0.7733,0.8,0.8178,0.7378,0.7289,0.8178,0.7467,0.8,0.7822,0.7467,0.7644,0.7822,0.6933,0.8,0.8178,0.72,0.7289,0.7822,0.7911,0.7822,0.8178,0.7378,0.7822,0.8356,0.7378,0.8,0.7822,0.7733,0.7378,0.8178,0.7378,0.8,0.7822,0.7733,0.8,0.8356,0.7733,0.7289,0.8178,0.7822,0.8,0.8178,0.72,0.8,0.8889,0.7733,0.7289,0.7822,0.7733,0.7911,0.8356,0.7733,0.7911,0.8178,0.7822,0.8,0.8356,0.72,0.7911,0.8178,0.8,0.8
0.7822,0.7378,0.8,0.8178,0.7556,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.8,0.7822,0.7733,0.7911,0.7467,0.6844,0.8,0.7822,0.8267,0.8,0.7822,0.7733,0.8,0.7822,0.72,0.7822,0.7822,0.7733,0.8,0.8178,0.7378,0.7289,0.8178,0.7467,0.8,0.8178,0.7467,0.7644,0.7822,0.6933,0.8,0.8178,0.72,0.7289,0.7822,0.7911,0.7822,0.8178,0.7378,0.7822,0.8356,0.7378,0.8,0.7822,0.7733,0.7378,0.8178,0.7556,0.8,0.7822,0.7733,0.8,0.8356,0.7733,0.7289,0.8178,0.7822,0.8,0.8178,0.7733,0.8,0.8889,0.7733,0.7289,0.7822,0.7733,0.7911,0.8356,0.7733,0.7911,0.8178,0.7822,0.8,0.8356,0.72,0.7911,0.8178,0.8,0.8
0.7822,0.7378,0.8,0.8178,0.7822,0.8,0.7822,0.8178,0.8178,0.8178,0.7022,0.8,0.7822,0.7733,0.7911,0.7822,0.6844,0.8,0.7822,0.8267,0.8,0.8178,0.7733,0.8,0.7822,0.7733,0.8,0.7822,0.7733,0.8,0.8178,0.7556,0.7289,0.8178,0.7467,0.8,0.8178,0.7467,0.7644,0.7822,0.7378,0.8,0.8178,0.8178,0.7289,0.8178,0.7911,0.7822,0.8178,0.7378,0.7822,0.8356,0.7378,0.8,0.7822,0.7733,0.7378,0.8178,0.7556,0.8,0.7822,0.7733,0.8,0.8356,0.7733,0.7289,0.8178,0.7822,0.8,0.8178,0.7733,0.8,0.8889,0.7733,0.7289,0.7822,0.7733,0.7911,0.8356,0.7733,0.7911,0.8178,0.7822,0.8,0.8356,0.7556,0.7911,0.8178,0.8,0.8
