Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
5,"[15.938154360799999, 44.894902761600001]",0,car, , , , 
0,"[269.49594629180001, 551.87928739849997]",0,car, , , , 
8,"[329.09064707660002, 656.76944940249996]",0,car,1.0,0.8077,59.0244,0.5981
7,"[20.759910397999999, 86.576561093500004]",0,fad, , , , 
8,"[184.8170409368, 385.13345984230006]",0,fad, , , , 
3,"[19.647669522899999, 89.558463454699989]",0,fad,0.9333,0.5185,36.3611,0.3841
3,"[37.462195623100001, 157.8841811867]",0,mas, , , , 
6,"[9.1021757125999994, 49.327861785900005]",0,mas,0.9444,0.4722,34.7739,0.4108
6,"[18.2264919281, 33.331142425500005]",0,gla,0.9375,0.5172,36.9481,0.4009
0,"[649.36939734789996, 1724.0898944486999]",0,con,1.0,0.7778,49.6459,0.4386
8,"[1603.0703476207, 2896.5824833034999]",0,adi,0.9545,1.0,66.0407,0.628
